token,count,trait,canonical,how,examples
莖從基部叢生挺空懸垂,1,leaf_arrangement,basal,contains:叢生,木毛苔
莖成熟時光滑,1,,,UNMAPPED,小木通
莖成簇或向上彎曲生長,1,,,UNMAPPED,錢蒲
莖或枝上具牛角狀鱗毛,1,,,UNMAPPED,塔苔
莖扁平匍匐狀生長,1,,,UNMAPPED,疏葉細鱗蘚
莖斜上或直立,1,,,UNMAPPED,空心蓮子草
莖斜上或直立光滑,1,,,UNMAPPED,澤番椒
莖斜向上生長分枝較少,1,,,UNMAPPED,齒鞭廣萼蘚
莖枝呈斜上頂端常有鞭狀且向地性的分枝,1,,,UNMAPPED,婆羅洲圓葉蘚
莖柔軟易斷匍匐生長,1,,,UNMAPPED,馬齒莧
莖極短,1,,,UNMAPPED,東亞短頸苔
莖橫切面6～7細胞厚皮層及髓部細胞薄壁無三角隅,1,,,UNMAPPED,背捲扁萼蘚
莖橫切面圓形直徑約015mm,1,,,UNMAPPED,白葉苔
莖橫截面呈壓扁三角形,1,,,UNMAPPED,水蔥
莖橫截面圓形,1,,,UNMAPPED,繖形飄拂草
莖橫截面近圓形帶有3-4稜,1,,,UNMAPPED,點頭飄拂草
莖汁清熱退燒,1,,,UNMAPPED,薄葉血藤
莖漂浮於水面,1,,,UNMAPPED,雙室聚藻
莖生葉披針形至橢圓形,1,,,UNMAPPED,無心菜
莖的上部近於四方形下部圓柱狀,1,,,UNMAPPED,花蓮苧麻
莖的橫截面呈現四角形,1,,,UNMAPPED,四方形飄拂草
莖的腹葉有二剛毛外展角度為100-110°,1,,,UNMAPPED,葉生薄鱗蘚
莖的腹面體僅一個細胞寬,1,,,UNMAPPED,列胞疣鱗蘚
莖直立且單一不分枝,1,,,UNMAPPED,小鳳尾苔小室變種
莖直立且在蒴萼正下方有新生枝,1,,,UNMAPPED,哈斯卡葉蘚
莖直立且硬度高枝少,1,,,UNMAPPED,鈍扁葉蘚
莖直立且粗壯,1,,,UNMAPPED,粟米草
莖直立可高達1公尺以上,1,,,UNMAPPED,掃帚菊
莖直立多分枝節間內部空心且生出不定根,1,,,UNMAPPED,光冠水菊
莖直立或斜上上半部被平展腺毛,1,,,UNMAPPED,毛澤番椒
莖直立橫切面明顯三角形且具狹翼,1,,,UNMAPPED,短柄半邊蓮
莖直立葉對生,1,leaf_arrangement,opposite,contains:對生,耳葉水莧菜(耳基水莧菜)
莖短而斜上枝條較少位於腹面,1,,,UNMAPPED,爪哇甲克蘚
莖空心且具有匍匐與直立的生長習性,1,,,UNMAPPED,長梗滿天星
莖空心且有液汁,1,,,UNMAPPED,尖瓣花
莖節密生刺毛,1,,,UNMAPPED,大安水蓑衣 (毛萼水蓑衣)
莖節明顯,1,,,UNMAPPED,竹蕉
莖節明顯膨大,1,,,UNMAPPED,蠶繭草
莖節明顯膨大多分枝,1,,,UNMAPPED,早苗蓼
莖節生根,1,,,UNMAPPED,假海馬齒
莖節膨大,1,,,UNMAPPED,宜蘭蓼
莖節膨大且常長有不定根,1,,,UNMAPPED,滿天星
莖節膨大向光面帶紫,1,,,UNMAPPED,假海馬齒
莖節處生根多分枝的匍匐莖,1,,,UNMAPPED,小葉胡麻草(微果草)
莖粗壯光滑且多為紅色或帶綠色,1,,,UNMAPPED,紅辣蓼
莖約30毫米長可單一或疏分枝,1,,,UNMAPPED,高山銀苔
莖約50mm長倒臥或分枝生長,1,,,UNMAPPED,擬合睫苔
莖紅棕色羽狀分枝或多少二回羽狀分枝,1,,,UNMAPPED,鈍頭光萼蘚大葉變種
莖紅紫色,1,,,UNMAPPED,紫蠻刀
莖細長柔軟具蔓生特性,1,,,UNMAPPED,珊瑚藤
莖絲狀且分枝繁茂,1,,,UNMAPPED,龍鬚草
莖纖細節膨大且有溝紋,1,,,UNMAPPED,蘭嶼風藤
莖缺乏維管束屬於特殊植物,1,,,UNMAPPED,蕎麥
莖腹葉形成一葉角區呈皺縮撕裂狀,1,leaf_margin,lobed,rule:margin,鈍頭光萼蘚大葉變種
莖腹葉長卵形先端二裂片深裂撕裂片狹卵狀三角形尖銳,1,leaf_margin,lobed,rule:margin,堀川裂蘚
莖與宿主枝幹緊密結合難以區分,1,,,UNMAPPED,松寄生
莖與枝常形成鞭枝狀結構,1,,,UNMAPPED,合葉裂齒蘚
莖與片體連接處呈弧形,1,,,UNMAPPED,小笠原耳葉蘚
莖與葉連接處呈水平,1,,,UNMAPPED,中葉耳葉蘚
莖葉三角形且無中肋,1,,,UNMAPPED,暖地泥炭苔
莖葉強凹呈現方形形狀,1,,,UNMAPPED,指葉蘚
莖葉深裂為2裂片裂片夾角半月形且二裂片等大,1,leaf_margin,lobed,rule:margin,革氏大萼蘚Cephalozia
莖葉疏生且呈平面二列狀,1,,,UNMAPPED,革氏大萼蘚
莖葉離生時呈卵狀長棉圓略鐮狀彎曲,1,,,UNMAPPED,葉生薄鱗蘚
莖蔓性強可攀附其他植物,1,,,UNMAPPED,山柑
莖蔓攀緣,1,,,UNMAPPED,絡石
莖表面被毛,1,,,UNMAPPED,槐葉蘋
莖表面被白粉,1,,,UNMAPPED,水聚藻(粉綠狐尾藻、綠羽毛草)
莖表面覆蓋多數疣狀突起,1,,,UNMAPPED,牙緣毛口苔
莖表面覆蓋多疣,1,,,UNMAPPED,立膜苔
莖被粗毛向上漸稀,1,,,UNMAPPED,焊菜
莖被腺毛,1,,,UNMAPPED,柏格草
莖規則分叉枝長而廣開並帶有細毛狀鞭枝,1,,,UNMAPPED,狹葉鞭蘚Bazzania
莖規則分叉枝長而廣開有細毛狀鞭枝,1,,,UNMAPPED,狹葉鞭蘚
莖規則羽狀至二回羽狀分枝,1,,,UNMAPPED,皺葉耳葉蘚
莖較水芹菜木質化稜數較少且明顯,1,,,UNMAPPED,翼莖水芹菜
莖近乎不分枝與葉片連同高寬約8-18×22-40mm,1,,,UNMAPPED,厚邊鳳尾苔
莖近方形且有絨毛,1,,,UNMAPPED,長穗苧麻
莖近方形帶有縱溝和貼伏毛,1,,,UNMAPPED,序葉苧麻
莖通常覆蓋著毛髮部分種類光滑,1,,,UNMAPPED,椒草
莖部具有葉芽狀的特徵易於無性繁殖,1,,,UNMAPPED,葉芽筷子芥
莖部在成熟挺水植株中出現明顯木質化現象,1,,,UNMAPPED,五蕊水豬母乳(紅莖節節菜)
莖部多分歧,1,,,UNMAPPED,白花穗蓴(綠菊花)
莖長且具叉狀分枝,1,,,UNMAPPED,日本水篩(日本簀藻)
莖長度約3～10cm斜向上生長,1,,,UNMAPPED,剪葉蘚
莖長度約50毫米上部密被葉片,1,,,UNMAPPED,舌葉苔
莖長約2～4cm,1,,,UNMAPPED,蔭生羽蘚
莖長約3～5cm,1,,,UNMAPPED,延葉羽蘚
莖長約5-10公釐,1,,,UNMAPPED,黃色細鱗蘚
莖頂開花,1,,,UNMAPPED,細葉美女櫻
莖髓可提取西谷粉,1,,,UNMAPPED,孔雀椰子
莖高僅5mm以下,1,,,UNMAPPED,網苔
莖高可達150mm通常單一莖幹,1,,,UNMAPPED,日本小金髮苔
莖高約20毫米,1,,,UNMAPPED,比拉真苔
莖鱗莖狀且短縮肥厚呈塊狀能次生肥大生長,1,,,UNMAPPED,臺灣水韭
莖黑棕色至灰棕色假性二叉分枝或近乎單一,1,,,UNMAPPED,小葉羽蘚
莢果扁平,1,,,UNMAPPED,過江龍
菊花狀木質部,1,,,UNMAPPED,蠂藤
菊花狀紋路,1,,,UNMAPPED,龍鬚藤
菊花狀花紋,1,,,UNMAPPED,菊花木
菊花狀花紋莖,1,,,UNMAPPED,九龍藤
菜豆狀蒴果,1,,,UNMAPPED,山菜豆
華南分布,1,,,UNMAPPED,毒魚藤
華南原生,1,,,UNMAPPED,佛肚竹
華西至東南亞原產地,1,,,UNMAPPED,黃梁木
菱形/長橢圓形葉,1,,,UNMAPPED,恆春金午時花
菱形果鱗,1,,,UNMAPPED,華山松
菱形種子,1,,,UNMAPPED,決明
菱狀卵形葉片,1,,,UNMAPPED,葛根
菱狀披針形或菱狀卵形葉,1,,,UNMAPPED,金午時花
菱狀果實,1,,,UNMAPPED,鐵樹
菱狀長橢圓形葉片,1,,,UNMAPPED,白樹
萌芽性,1,,,UNMAPPED,八角仔
萼口近於截形,1,,,UNMAPPED,水流豆
萼宿存包果,1,,,UNMAPPED,姬草海桐
萼片,1,,,UNMAPPED,高山藤繡球
萼片內面有紫色條紋,1,,,UNMAPPED,石月
萼片具齒牙,1,,,UNMAPPED,臺灣五葉參
萼片呈卵狀披針形,1,,,UNMAPPED,亞毛無心菜
萼片呈卵狀披針形至披針形,1,,,UNMAPPED,無心菜
萼片基部常呈囊狀,1,,,UNMAPPED,筷子芥屬
萼片宿存且5深裂,1,,,UNMAPPED,苦檻藍
萼片尾狀長三角形,1,,,UNMAPPED,能高懸鉤子
萼片數量為4,1,,,UNMAPPED,威靈仙
萼片毛茸,1,,,UNMAPPED,山刈葉
萼片沿邊緣具極細毛,1,,,UNMAPPED,卵葉水丁香(圓葉水丁香)
萼片無毛,1,,,UNMAPPED,早田氏柃木
萼片綠色卵形反捲宿存,1,,,UNMAPPED,圓葉澤瀉
萼片脫落,1,,,UNMAPPED,野牡丹
萼片脫落性,1,,,UNMAPPED,王不留行
萼片與萼筒間有大的附屬物,1,,,UNMAPPED,下花細辛
萼片被毛細長尖頭,1,,,UNMAPPED,假柳葉菜(丁香蓼)
萼片裂開,1,,,UNMAPPED,密毛灰木
萼片通常有5個,1,,,UNMAPPED,毛茛科
萼片顏色多樣紫紅色或黃白色基部紫色,1,,,UNMAPPED,紫花野木瓜
萼片顏色變異粉紅白紅,1,,,UNMAPPED,粉萼花
萼筒宿存,1,,,UNMAPPED,福建胡頹子
萼筒狀花,1,,,UNMAPPED,夜香花
萼裂片,1,,,UNMAPPED,柳葉紅果樹
萼鐘形,1,,,UNMAPPED,山螞蝗
萼齒緣,1,,,UNMAPPED,拉拉櫻花
落葉中喬木,1,,,UNMAPPED,洋紫荊
落葉喬木樹幹粗壯,1,,,UNMAPPED,朴樹
落葉大喬木,1,,,UNMAPPED,廣東油桐
落葉小喬木,1,,,UNMAPPED,緬梔
落葉小喬木或灌木,1,,,UNMAPPED,構樹屬
落葉小喬木或灌木的生活型,1,,,UNMAPPED,銳葉山黃麻
落葉性,1,phenology,deciduous,direct,樺木科
落葉灌木,1,,,UNMAPPED,金雀花
葉上部狹披針形葉緣鉅齒狀,1,,,UNMAPPED,高山金髮苔
葉下表面之中肋略呈海棉質但未膨大至如水鱉屬或蛙蹼草屬般,1,,,UNMAPPED,水金英(水罌粟)
葉下表面具有明顯的縱脈,1,,,UNMAPPED,黃花藺
葉下表面具有白色氣孔帶,1,,,UNMAPPED,三尖杉科
葉下表面灰白並被褐毛,1,,,UNMAPPED,變葉新木薑子
葉下表面脈上有絨毛,1,,,UNMAPPED,腺齒獼猴桃
葉下表面被短褐毛,1,,,UNMAPPED,台灣苦櫧
葉不發達通常僅剩葉鞘,1,,,UNMAPPED,點頭飄拂草
葉中央細胞三角隅大結瘤狀,1,,,UNMAPPED,裸小萼蘚
葉中央細胞三角隅巨大表面平滑或有少數微疣,1,,,UNMAPPED,分瓣合葉蘚
葉中央細胞呈不規則的圓形或橢圓形葉基部細胞長橢圓形且較大,1,leaf_base,rounded,rule:base,服部羽蘚
葉中央細胞呈六角形至橢圓形,1,,,UNMAPPED,王氏羽蘚
葉中央細胞呈圓狀長方形尺寸約18～28×12～16μm,1,,,UNMAPPED,美姿羽蘚
葉中央細胞尺寸約222～475μm×20～35μm,1,,,UNMAPPED,中華羽蘚
葉中央細胞尺寸約25～60μm長25～50μm寬,1,,,UNMAPPED,布氏燭苔蘚
葉中肋延伸至葉尖,1,,,UNMAPPED,苞頷苔
葉中肋約為葉長的一半,1,,,UNMAPPED,反葉粗蔓苔
葉互生具托葉鞘,1,leaf_arrangement,alternate,contains:互生,蓼科
葉先呈現芒狀,1,,,UNMAPPED,扭柄苔
葉先端具短毛尖,1,,,UNMAPPED,長枝砂苔
葉先端具透明尖,1,,,UNMAPPED,東亞曲柄苔
葉先端刺狀,1,,,UNMAPPED,萬年麻
葉先端鈍,1,,,UNMAPPED,藤龍眼
葉先芒狀且傾斜一邊,1,,,UNMAPPED,長葉擬白髮苔
葉先銳頭有3～7個長齒,1,,,UNMAPPED,毛邊光萼蘚
葉光芒狀,1,,,UNMAPPED,黃牛毛苔
葉全為莖生呈側扁狀,1,,,UNMAPPED,錢蒲
葉全緣,1,leaf_margin,entire,rule:margin,小獅子草(多子水蓑衣)
葉兩側不捲曲中央部分微凹,1,,,UNMAPPED,德拉瓦羽蘚
葉兩形基生葉和莖生葉裂型不同,1,leaf_arrangement,basal,contains:基生,石龍芮
葉兩面具有直徑約01-02毫米且具黏性的腺點,1,,,UNMAPPED,紅辣蓼
葉兩面均具腺體脈覆蓋糙伏毛,1,,,UNMAPPED,水蓼
葉兩面均被極密的絨毛覆蓋,1,,,UNMAPPED,畢祿山苧麻
葉兩面披覆倒伏柔毛,1,,,UNMAPPED,小蛇麻
葉兩面脈及邊緣具疏鬆直柔毛,1,,,UNMAPPED,宜蘭蓼
葉具有雙中肋,1,,,UNMAPPED,小蔓苔
葉十字對生橢圓形且厚或呈肉質,1,leaf_arrangement,opposite,contains:對生,苦藍盤
葉叢生長度7-24公分,1,leaf_arrangement,basal,contains:叢生,臺灣水韭
葉基具下沿,1,,,UNMAPPED,扁平棉苔
葉基具有鞘狀結構,1,,,UNMAPPED,扭柄苔
葉基具長毛,1,,,UNMAPPED,台灣蘆竹
葉基出脈通常有3或5條,1,,,UNMAPPED,朴屬
葉基分化明顯帶鞘並有耳,1,,,UNMAPPED,青毛苔
葉基卵形突縮成披針形先端,1,,,UNMAPPED,毛枝苔
葉基呈現耳狀結構,1,,,UNMAPPED,大目擬扭葉苔
葉基形狀多樣可分為箭形/戟形裂片尖端朝向莖部/外側漸尖至心形等類型,1,leaf_margin,lobed,rule:margin,香蓼(粘毛蓼)
葉基形狀心形抱莖vs楔形不抱莖,1,,,UNMAPPED,金絲桃屬
葉基生且帶有短毛狀葉舌,1,leaf_arrangement,basal,contains:基生,臺北飄拂草
葉基生且扁平無葉舌,1,leaf_arrangement,basal,contains:基生,水虱草
葉基生呈三列排列,1,leaf_arrangement,basal,contains:基生,莎草屬
葉基生部分退化成鱗片狀,1,leaf_arrangement,basal,contains:基生,飄拂草屬
葉基稍狀,1,,,UNMAPPED,長葉擬白髮苔
葉基細胞三角隅大且尖銳至略膨大,1,,,UNMAPPED,哈斯卡葉蘚
葉基細胞壁波狀,1,leaf_margin,wavy,rule:margin,長枝砂苔
葉基部具鞘,1,,,UNMAPPED,大苦草
葉基部合生穿莖,1,,,UNMAPPED,元寶草
葉基部呈明顯的葉鞘狀較寬短倒卵形或卵形,1,,,UNMAPPED,擬合睫苔
葉基部呈現發達的葉耳狀形態,1,,,UNMAPPED,小蔓苔
葉基部圓平截或鈍圓形歪斜,1,leaf_base,rounded,rule:base,四萼獼猴桃
葉基部圓形或略微心形與東方澤瀉區別,1,leaf_base,cordate,rule:base,窄葉澤瀉
葉基部常具2小葉片,1,,,UNMAPPED,水紅骨蛇
葉基部平截或圓至心形具星狀絨毛,1,leaf_base,cordate,rule:base,闊葉獼猴桃
葉基部幾乎方形帶有2～3個齒狀邊緣,1,,,UNMAPPED,剪葉蘚
葉基部心形上表面常有白條紋,1,leaf_base,cordate,rule:base,大葉馬兜鈴
葉基部心形抱莖或楔形帶有灰色腺點,1,leaf_base,cuneate,rule:base,地耳草
葉基部心形葉柄具鞘狀結構,1,leaf_base,cordate,rule:base,三白草科
葉基部心形葉柄基部鞘狀,1,leaf_base,cordate,rule:base,三白草科
葉基部成鞘抱莖,1,,,UNMAPPED,木毛苔
葉基部截形向內縮成似蹄狀,1,,,UNMAPPED,刺蓼
葉基部有3或5條出脈,1,,,UNMAPPED,朴屬
葉基部生出與中肋平行的側脈,1,,,UNMAPPED,窄葉澤瀉
葉基部細胞呈圓或橢圓形,1,leaf_base,rounded,rule:base,小樹羽蘚
葉基部細胞呈圓至橢圓形大小約16～28×28～46μm,1,leaf_base,rounded,rule:base,德拉瓦羽蘚
葉基部細胞呈橢圓形至卵圓形略長於葉中央細胞,1,leaf_base,rounded,rule:base,複枝羽蘚
葉基部細胞呈長方形至六角形略大於葉中央細胞,1,,,UNMAPPED,王氏羽蘚
葉基部細胞較葉中央細胞大尺寸約40～725μm×275～475μm,1,,,UNMAPPED,中華羽蘚
葉基部邊緣細胞分化,1,,,UNMAPPED,異枝砂苔
葉基部邊緣細胞呈方形,1,,,UNMAPPED,齒葉白齒苔
葉多角形且厚壁,1,,,UNMAPPED,北方捲葉苔
葉大多早落通常從端部開始脫落,1,,,UNMAPPED,小葉羽蘚
葉大小：長度可達55cm寬度可達07cm,1,,,UNMAPPED,五蕊石薯
葉子前半部邊緣帶鋸齒,1,leaf_margin,serrate,rule:margin,昆欄樹屬
葉子可以是單葉或掌狀複葉且通常互生,1,leaf_arrangement,alternate,contains:互生,山柑科
葉子背面帶有紫色,1,,,UNMAPPED,芡
葉子背面帶紅紫色或綠色,1,,,UNMAPPED,水萍
葉子背面被毛,1,,,UNMAPPED,
葉子頂生且帶鋸齒緣,1,leaf_margin,serrate,rule:margin,水冬瓜屬
葉子頂生且邊緣通常帶鋸齒,1,leaf_margin,serrate,rule:margin,水冬瓜屬
葉寬3-5毫米,1,,,UNMAPPED,鏡子薹
葉寬度1-20mm不同種類有差異,1,,,UNMAPPED,刺子莞屬
葉寬度與先端形狀可作為辨識的重要指標,1,,,UNMAPPED,柃木屬
葉對生,1,leaf_arrangement,opposite,contains:對生,松寄生屬
葉對生長橢圓形或倒披針形長3–5公分,1,leaf_arrangement,opposite,contains:對生,長梗滿天星
葉尖不具白毛尖,1,,,UNMAPPED,長葉砂苔
葉尖具備2個小齒,1,,,UNMAPPED,真紫葉蘚
葉尖具短突,1,,,UNMAPPED,大葉走燈苔
葉尖具管狀結構可達6mm長並細尖狀,1,,,UNMAPPED,小笠原白髮苔
葉尖具粗鋸齒邊緣,1,leaf_margin,serrate,rule:margin,樹平苔
葉尖具粗齒,1,,,UNMAPPED,刀葉樹平苔
葉尖具長尾狀葉尖瑞,1,,,UNMAPPED,毛扭粗苔
葉尖及葉背平滑無疣,1,,,UNMAPPED,庭園白髮苔
葉尖為圓頭或平截狀並帶有2～5個齒,1,,,UNMAPPED,蔭生羽蘚
葉尖瑞呈現扭曲狀,1,,,UNMAPPED,毛扭粗苔
葉尖突縮成狹窄的長葉尖,1,,,UNMAPPED,淡色同葉苔
葉尖端常見無性構造,1,,,UNMAPPED,尖葉油苔
葉尖端長突尖,1,,,UNMAPPED,細葉真苔
葉尖緊縮成尾狀,1,,,UNMAPPED,溪澗樓梯草
葉尖長尾狀且帶細鋸齒,1,leaf_margin,serrate,rule:margin,闊葉樓梯草
葉常退化成鱗片狀或僅具葉鞘,1,,,UNMAPPED,擬莞屬
葉幅僅為馬藻之一半,1,,,UNMAPPED,柳絲藻
葉序：下部對生上部互生,1,leaf_arrangement,alternate,contains:互生,五蕊石薯
葉序：葉對生Rotalaindica常3-4枚輪生Rotalamexicana,1,leaf_arrangement,opposite,contains:對生,印度水豬母乳
葉序：螺旋排列與基部對生的混合,1,leaf_arrangement,opposite,contains:對生,土人參屬
葉底呈粉紅或紫紅色,1,,,UNMAPPED,瑞氏蓮子草(大紅葉)
葉形似榕樹呈橢圓形,1,,,UNMAPPED,土沉香
葉形卵圓形基部略呈心形,1,leaf_base,cordate,rule:base,水金英(水罌粟)
葉形卵形不對稱,1,,,UNMAPPED,青萍
葉形呈卵形具長尖端,1,,,UNMAPPED,小蔓苔
葉形呈卵形到卵披針形長寬約12×03mm,1,,,UNMAPPED,淡色同葉苔
葉形呈卵形至卵狀披針形邊緣全緣,1,leaf_margin,entire,rule:margin,山柚屬
葉形呈卵形葉尖端葉綠內捲,1,,,UNMAPPED,暖地泥炭苔
葉形呈卵形銳尖狀長寬約07×04mm,1,,,UNMAPPED,羽苔
葉形呈卵披針形,1,,,UNMAPPED,反葉粗蔓苔
葉形呈卵狀橢圓形或卵狀披針形,1,,,UNMAPPED,阿里山千金榆
葉形呈卵至橢圓卵形大小約05-25公分,1,,,UNMAPPED,卵葉水丁香(圓葉水丁香)
葉形呈寬匙形或卵形,1,,,UNMAPPED,小毛氈苔
葉形呈披針形或卵狀披針形,1,,,UNMAPPED,五蕊水豬母乳(紅莖節節菜)
葉形呈披針形至闊披針形兩面被細絨毛及粘腺體,1,,,UNMAPPED,翼莖闊苞菊
葉形呈橢圓至一披針形,1,,,UNMAPPED,變齒苔
葉形呈線狀披針形至長橢圓狀披針形,1,,,UNMAPPED,多花水莧菜
葉形呈長披針形基部較寬,1,,,UNMAPPED,北方捲葉苔
葉形呈長橢圓形至倒卵狀長橢圓形前端略凹,1,,,UNMAPPED,長序木通
葉形呈長橢圓形至倒披針形側脈不明顯,1,,,UNMAPPED,節花路蓼(假扁蓄)
葉形圓形或倒闊卵形長3-8毫米寬1-7毫米,1,,,UNMAPPED,水萍
葉形圓或腎形先端近圓形,1,,,UNMAPPED,水鱉
葉形圓至橢圓葉緣具鈍齒,1,,,UNMAPPED,大葉走燈苔
葉形多樣三角卵形至披針形,1,,,UNMAPPED,定經草
葉形多樣具有明顯脈紋,1,,,UNMAPPED,蘭嶼風藤
葉形多樣包含倒卵形長橢圓狀披針形等,1,,,UNMAPPED,柃木屬
葉形多樣包含倒卵披針等形狀,1,,,UNMAPPED,糯米糰
葉形多樣可見鱗片狀刺形或兩者兼有,1,,,UNMAPPED,柏科
葉形多樣從倒披針形到倒披針狀長橢圓形皆有,1,,,UNMAPPED,水莧菜
葉形多樣從長倒卵形到卵形皆有,1,,,UNMAPPED,卵葉鹽藻
葉形多樣性：葉形呈現線形披針形倒披針形或線狀橢圓形,1,,,UNMAPPED,蓮子草
葉形多樣：倒披針形至長橢圓狀倒卵形,1,,,UNMAPPED,小牙草
葉形多樣：水中葉線形或近匙形浮水葉狹披針形挺水葉基部狹心形且尖端銳尖,1,leaf_base,cordate,rule:base,鴨舌草
葉形披針形,1,,,UNMAPPED,日本曲柄苔
葉形披針形或狹橢圓狀披針形先端漸尖至尾狀,1,,,UNMAPPED,烏來柯
葉形披針形至卵狀披針形具短柄,1,,,UNMAPPED,早苗蓼
葉形披針形至橢圓形長度約6-12cm寬度約20-40mm,1,,,UNMAPPED,大安水蓑衣 (毛萼水蓑衣)
葉形橢圓形大小約15-4cm長1-2cm寬,1,,,UNMAPPED,克非亞草
葉形為倒卵狀長橢圓形或闊橢圓形,1,,,UNMAPPED,假柃木
葉形為倒披針形或狹倒卵形,1,,,UNMAPPED,空心蓮子草
葉形為卵圓形先端尖銳,1,,,UNMAPPED,垂苔
葉形為卵披針形且彎曲,1,,,UNMAPPED,薄齒苔
葉形為橢圓形,1,,,UNMAPPED,異貓尾苔
葉形為橢圓狀披針形革質,1,leaf_texture,coriaceous,rule:texture,火燒柯
葉形為橢圓至披針形可長達2公分,1,,,UNMAPPED,暖地大葉苔
葉形為長卵形,1,,,UNMAPPED,粗枝蔓苔
葉形為長橢圓形或披針形,1,,,UNMAPPED,漢防己
葉形為闊卵形先端尖且具一尖突起,1,,,UNMAPPED,黃花藺
葉形為闊披針形具有縱摺的結構,1,,,UNMAPPED,齒葉白齒苔
葉形線狀披針形或倒披針形具明顯的長寬比例,1,,,UNMAPPED,柳葉水蓑衣
葉形與冬青之鋸齒狀葉相似長2－3公分,1,leaf_margin,serrate,rule:margin,冬青菊
葉形變化大基部偶爾呈三裂片狀,1,leaf_margin,lobed,rule:margin,異葉馬兜鈴
葉形近革形或圓形,1,,,UNMAPPED,大葉赤榕
葉形長卵形具長尖端,1,,,UNMAPPED,蔓苔
葉形長橢圓形到卵狀長橢圓形銳尖基部心形,1,leaf_base,cordate,rule:base,鈴木頂苞苔
葉形類似柳樹,1,,,UNMAPPED,柳葉石櫟
葉形：楔狀倒卵形,1,,,UNMAPPED,尖梅花
葉形：線狀披針形先端漸尖基部圓至近於心形,1,leaf_base,cordate,rule:base,五蕊石薯
葉形：美洲商陸葉為長橢圓形或卵狀長橢圓形日本商陸葉為橢圓形稀倒卵形,1,,,UNMAPPED,商陸科
葉心積水,1,,,UNMAPPED,五彩鳳梨
葉枕,1,,,UNMAPPED,含羞草
葉柄上端有腺體附屬物,1,,,UNMAPPED,魚木屬
葉柄具備且可長在深水中,1,,,UNMAPPED,南國田字草
葉柄刺狀,1,,,UNMAPPED,台灣蘇鐵
葉柄刺狀體,1,,,UNMAPPED,台灣蘇鐵
葉柄呈鞘狀包圍白色基部,1,,,UNMAPPED,水車前
葉柄基部癒合且膨大,1,,,UNMAPPED,田代氏鐵線蓮
葉柄基部膨大成鞘狀,1,,,UNMAPPED,假海馬齒屬
葉柄基部膨大成鞘狀包住莖,1,,,UNMAPPED,假海馬齒屬
葉柄密被白毛長度介於05-3公分,1,,,UNMAPPED,毛天胡荽
葉柄常帶紅色長度介於3-11公分,1,,,UNMAPPED,紅蓼
葉柄明顯,1,,,UNMAPPED,瑞氏蓮子草(大紅葉)
葉柄毛,1,,,UNMAPPED,訶梨勒
葉柄痕跡疣狀,1,,,UNMAPPED,臺灣海棗
葉柄短,1,,,UNMAPPED,早田氏柃木
葉柄短小,1,,,UNMAPPED,臺灣山茶
葉柄突窄至具翼或近無柄,1,,,UNMAPPED,卵葉水丁香(圓葉水丁香)
葉柄翼狀,1,,,UNMAPPED,欒
葉柄膨脹成囊狀浮於水面時變短,1,,,UNMAPPED,布袋蓮 (鳳眼蓮、浮水蓮花)
葉柄與葉同長,1,,,UNMAPPED,臺灣八角金盤
葉柄與葉片近等長,1,,,UNMAPPED,水蕨
葉柄長1-5cm,1,,,UNMAPPED,野天胡荽(香菇草)
葉柄長2-10公分具鞘,1,,,UNMAPPED,水芹菜
葉柄長度介於1-55公分之間,1,,,UNMAPPED,戟葉蓼
葉柄長度介於64-125公分之間,1,,,UNMAPPED,揚子毛茛
葉柄長度範圍：1-10公分,1,,,UNMAPPED,小莕菜
葉為1回羽狀複葉小葉膜質且先端銳利,1,,,UNMAPPED,細葉零餘子(澤芹)
葉為莖生且退化不具葉舌,1,,,UNMAPPED,繖形飄拂草
葉無柄呈倒披針形至倒卵長橢圓形,1,,,UNMAPPED,泥花草
